"movie_name","movie_url","movie_opening","movie_weekend","movie_firstweek","movie_total","movie_total_worldwide","movie_genre","movie_movierelease","movie_director","movie_director_url","movie_banner","movie_producer","movie_stars","movie_details"
"Angrezi Medium","https://www.bollywoodmdb.com/movies/hindi-medium-2/16445",": 4.03 cr",": 9.03 cr",": 9.36 cr",": 9.36 cr",": 13.50 cr","Drama, Comedy","13 March, 2020 | 2 hrs 25 mins","Homi Adajania","https://www.bollywoodmdb.com/celebrities/homi-adajania/13608","Banner : Maddock Films, Jio Studios","Producer : Dinesh Vijan , Jyoti Deshpande","Star : Irrfan Khan , Radhika Madan, Kareena Kapoor","When his daughter decides to further her studies in London, a hardworking Rajasthani businessman does everything in power to make her dreams come true."
"Baaghi 3","https://www.bollywoodmdb.com/movies/baaghi-3/16444",": 17.50 cr",": 53.83 cr",": 90.67 cr",": 93.37 cr",": 137 cr","Action","06 March, 2020 | 2 hrs 27 mins","Ahmed Khan","https://www.bollywoodmdb.com/celebrities/ahmed-khan/4219","Banner : Nadiadwala Grandson Entertainment, Fox Star Studios","Producer : Sajid Nadiadwala","Star : Tiger Shroff , Shraddha Kapoor, Riteish Deshmukh","A man embarks on a bloody rampage to save his kidnapped brother."
"Thappad","https://www.bollywoodmdb.com/movies/thappad/16643",": 3.07 cr",": 14.66 cr",": 22.79 cr",": 30.61 cr",": 44.50 cr","Drama, Social","28 February, 2020 | 2 hrs 22 mins","Anubhav Sinha","https://www.bollywoodmdb.com/celebrities/anubhav-sinha/4215","Banner : Benaras Media Works, T-Series Super Cassettes Industries Ltd.","Producer : Bhushan Kumar , Krishan Kumar, Anubhav Sinha","Star : Taapsee Pannu , Pavail Gulati, Dia Mirza","Thappad is a story of Amrita whose seemingly perfect life is shattered when her husband slaps her once in a party. But is one slap enough to question what a relationship stands for?"
"Shubh Mangal Zyada Saavdhan","https://www.bollywoodmdb.com/movies/shubh-mangal-zyada-saavdhan/16586",": 9.55 cr",": 32.66 cr",": 44.84 cr",": 62.78 cr",": 86.39 cr","Comedy, Romance","21 February, 2020 | 2 hrs","Hitesh Kewalya","https://www.bollywoodmdb.com/celebrities/hitesh-kewalya/35183","Banner : Colour Yellow Productions Pvt Ltd, T-Series Super Cassettes Industries Ltd.","Producer : Aanand L Rai , Himanshu Sharma, Bhushan Kumar","Star : Ayushman Khurana , Jitendra Kumar, Gajraj Rao","The road to achieving a happy ending is a little too rough for Kartik and Aman. While Aman's family tries hard to battle his love for Kartik, Kartik isn't prepared to step back until he marries Aman."
"Bhoot: Part One - The Haunted Ship","https://www.bollywoodmdb.com/movies/bhoot-part-one-the-haunted-ship/16606",": 5.10 cr",": 16.36 cr",": 24.18 cr",": 31.97 cr",": 40.94 cr","Horror","21 February, 2020 | 1 hrs 57 mins","Bhanu Pratap Singh","https://www.bollywoodmdb.com/celebrities/bhanu-pratap-singh/36834","Banner : Dharma Productions, Zee Studios","Producer : Hiroo Johar , Karan Johar, Apoorva Mehta","Star : Vicky Kaushal , Bhumi Pednekar, Ashutosh Rana","A couple is trapped on an abandoned ship lying static on a beach."
"Love Aaj Kal","https://www.bollywoodmdb.com/movies/aaj-kal/16576",": 12 cr",": 26 cr",": 32.60 cr",": 34.99 cr",": 52.60 cr","Romance","14 February, 2020 | 2 hrs 21 mins","Imtiaz Ali","https://www.bollywoodmdb.com/celebrities/imtiaz-ali/4483","Banner : Maddock Films, Jio Studios, Reliance Entertainment","Producer : Dinesh Vijan , Imtiaz Ali","Star : Kartik Aaryan , Sara Ali Khan, Arushi Sharma","Two different individuals on a journey of love, loss and life through the phases of Reincarnation."
"Malang","https://www.bollywoodmdb.com/movies/malang/16343",": 6.71 cr",": 25.36 cr",": 39.65 cr",": 58.04 cr",": 76.30 cr","Romance, Action","07 February, 2020 | 2 hrs 14 mins","Mohit Suri","https://www.bollywoodmdb.com/celebrities/mohit-suri/4646","Banner : Luv Films, Northern Lights Films, T-Series Super Cassettes Industries Ltd.","Producer : Bhushan Kumar , Krishan Kumar, Luv Ranjan","Star : Aditya Roy Kapur , Disha Patani, Anil Kapoor","Advait visits Goa where he meets Sara, a free-spirited girl who lives life unshackled. Opposites attract and all goes well until life turns upside down. Years later, Advait is on a killing spree with cops Aghase and Michael in his way."
"Shikara","https://www.bollywoodmdb.com/movies/shikara-a-love-letter-from-kashmir/16657",": 1.20 cr",": 4.95 cr",": 6.70 cr",": 7.95 cr",": ---","Drama, Romance","07 February, 2020 | 2 hrs","Vidhu Vinod Chopra","https://www.bollywoodmdb.com/celebrities/vidhu-vinod-chopra/5247","Banner : Fox Star Studios","Producer : Vidhu Vinod Chopra","Star : Sadia , Aadil Khan","Shikara is the story of resilience in the face of insurmountable odds. It's also the story of a love that remains unextinguished through 30 years of exile. A timeless love story in the worst of times."
"Jawaani Jaaneman","https://www.bollywoodmdb.com/movies/jawani-janeman/16525",": 3.24 cr",": 12.83 cr",": 20.21 cr",": 27.91 cr",": 43.83 cr","Comedy, Drama","31 January, 2020 | 1 hrs 59 mins","Nitin Kakkar","https://www.bollywoodmdb.com/celebrities/nitin-kakkar/29626","Banner : Pooja Entertainment, Black Knight Films, Northern Lights Films","Producer : Jackky Bhagnani , Deepshikha Deshmukh, Saif Ali Khan","Star : Saif Ali Khan , Alaya F, Tabu","A 40 year-old playboy's life turns upside down when he comes to know that he has a 20 something year-old daughter."
"Panga","https://www.bollywoodmdb.com/movies/panga/16513",": 2.70 cr",": 14.91 cr",": 21.36 cr",": 25.64 cr",": 41.58 cr","Sports, Drama","24 January, 2020 | 2 hrs 9 mins","Ashwiny Iyer Tiwari","https://www.bollywoodmdb.com/celebrities/ashwiny-iyer-tiwari/34210","Banner : Fox Star Studios","Producer : Fox Star Studios","Star : Kangana Ranaut , Jassie Gill, Richa Chadda","Panga is inspired from the life of a national level Kabbadi player from India. It follows her triumphs, struggle and overcoming of stereotypes. It shows how important the love and support of your family is for you to be successful."
"Street Dancer 3D","https://www.bollywoodmdb.com/movies/varun-dhawan-katrina-kaif-s-next/16451",": 10.26 cr",": 41.23 cr",": 56.77 cr",": 74.22 cr",": 95.70 cr","Dance","24 January, 2020 | 2 hrs 24 mins","Remo D'Souza","https://www.bollywoodmdb.com/celebrities/remo-d-souza/23614","Banner : T-Series Super Cassettes Industries Ltd., Remo D'Souza Entertainment","Producer : Bhushan Kumar , Divya Khosla Kumar, Krishan Kumar","Star : Varun Dhawan , Shraddha Kapoor, Prabhu Deva","A coming-of-age story based on the lives of street dancers."
"Tanhaji: The Unsung Warrior","https://www.bollywoodmdb.com/movies/taanaji-the-unsung-warrior/16366",": 15.10 cr",": 61.75 cr",": 118.91 cr",": 276.90 cr",": 341 cr","Historical, Action","10 January, 2020 | 2 hrs 14 mins","Om Raut","https://www.bollywoodmdb.com/celebrities/om-raut/23786","Banner : T-Series Super Cassettes Industries Ltd., Ajay Devgn Ffilms","Producer : Ajay Devgn , Bhushan Kumar, Krishan Kumar","Star : Ajay Devgn , Saif Ali Khan, Kajol","It is based on the life of Tanaji Malusare, a 17th-century Maharashtrian Marathi military leader."
"Chhapaak","https://www.bollywoodmdb.com/movies/chhapaak/16542",": 4.77 cr",": 19.02 cr",": 28.38 cr",": 32.48 cr",": 55.38 cr","Drama","10 January, 2020 | 2 hrs 3 mins","Meghna Gulzar","https://www.bollywoodmdb.com/celebrities/meghna-gulzar/4641","Banner : Fox Star Studios, Ka Productions, Mriga Films","Producer : Fox Star Studios , Deepika Padukone, Govind Singh Sandhu","Star : Deepika Padukone , Vikrant Massey, Madhurjeet Sarghi","The trials and triumphs of Malti, an acid attack survivor. From the investigation of the attack to the court proceedings, the medical treatment to the emotional healing. Chhapaak is the story of the unquashable human spirit."
"Good Newwz","https://www.bollywoodmdb.com/movies/good-news/16504",": 17.56 cr",": 64.99 cr",": 127.90 cr",": 201.14 cr",": 304.71 cr","Comedy","27 December, 2019 | 2 hrs 14 mins","Raj Mehta","https://www.bollywoodmdb.com/celebrities/raj-mehta/36240","Banner : Dharma Productions, Cape of Good Films, Zee Studios","Producer : Hiroo Johar , Aruna Bhatia, Karan Johar","Star : Akshay Kumar , Kareena Kapoor, Diljit Dosanjh","Two couples with the same surnames pursue in-vitro fertilization and wait for their upcoming babies. Trouble ensues when they find that the sperms of each couple have been mixed with each other."
"Dabangg 3","https://www.bollywoodmdb.com/movies/dabangg-3/16074",": 24.50 cr",": 81.15 cr",": 126.55 cr",": 145.90 cr",": 212.87 cr","Action","20 December, 2019 | 2 hrs 43 mins","Prabhu Deva","https://www.bollywoodmdb.com/celebrities/prabhu-deva/7003","Banner : Salman Khan Films, Saffron Broadcast & Media Limited, Arbaaz Khan Productions","Producer : Salma Khan , Arbaaz Khan, Nikhil Dwivedi","Star : Salman Khan , Sonakshi Sinha, Saiee M Manjrekar","Chulbul Pandey encounters an enemy from his past, and his origin story as the fearless cop unfolds."
"Mardaani 2","https://www.bollywoodmdb.com/movies/mardaani-2/16541",": 3.80 cr",": 18.15 cr",": 28.05 cr",": 47.51 cr",": 66.86 cr","Crime, Action, Thriller","13 December, 2019 | 1 hrs 46 mins","Gopi Puthran","https://www.bollywoodmdb.com/celebrities/gopi-puthran/24517","Banner : Yash Raj Films","Producer : Aditya Chopra","Star : Rani Mukherjee , Vishal Jethwa, Shruti Bapna","Shivani Shivaji Roy locks horns with the devil incarnate, a young & remorseless serial killer who is raping & murdering young women."
"Pati Patni Aur Woh","https://www.bollywoodmdb.com/movies/pati-patni-aur-woh/16551",": 9.10 cr",": 35.94 cr",": 55.97 cr",": 86.77 cr",": 115.56 cr","Comedy","06 December, 2019 | 2 hrs 8 mins","Mudassar Aziz","https://www.bollywoodmdb.com/celebrities/mudassar-aziz/9650","Banner : B R Studios, T-Series Super Cassettes Industries Ltd.","Producer : Bhushan Kumar , Renu Ravi Chopra, Krishan Kumar","Star : Kartik Aaryan , Bhumi Pednekar, Ananya Panday","Chintu Tyagi is an ordinary, middle class man who finds himself torn between his wife and another woman."
"Panipat","https://www.bollywoodmdb.com/movies/panipat/16449",": 4.12 cr",": 17.68 cr",": 25.68 cr",": 34.28 cr",": 49.29 cr","Historical, war, Action","06 December, 2019 | 2 hrs 42 mins","Ashutosh Gowariker","https://www.bollywoodmdb.com/celebrities/ashutosh-gowariker/138","Banner : Ashutosh Gowariker Productions, Vision World","Producer : Sunita Gowariker , Rohit Shelatkar","Star : Sanjay Dutt , Arjun Kapoor, Kriti Sanon","The film is based on the third battle of Panipat which took place on the 14 of January in 1761 between the Marathas and the King of Afghanistan, Ahmad Shah Abdali."
"Commando 3","https://www.bollywoodmdb.com/movies/commando-3/16562",": 4.74 cr",": 18.33 cr",": 29.24 cr",": 32.44 cr",": 40.15 cr","Action","29 November, 2019 | 2 hrs 13 mins","Aditya Datt","https://www.bollywoodmdb.com/celebrities/aditya-datt/4194","Banner : Sunshine Pictures Pvt. Ltd, Reliance Entertainment, Motion Picture Capital","Producer : Vipul Shah , Reliance Entertainment, Motion Picture Capital","Star : Vidyut Jamwal , Adah Sharma, Angira Dhar","Karan goes to London to stop a terrorist attack on India."
"Marjaavaan","https://www.bollywoodmdb.com/movies/marjaavaan/16531",": 7.03 cr",": 24.42 cr",": 37.87 cr",": 48.37 cr",": 65.34 cr","Action, Romance, Drama","15 November, 2019 | 2 hrs 17 mins","Milap Zaveri","https://www.bollywoodmdb.com/celebrities/milap-zaveri/10405","Banner : Emmay Entertainment Pvt. Ltd, T-Series Super Cassettes Industries Ltd.","Producer : Bhushan Kumar , Divya Khosla Kumar, Krishan Kumar","Star : Siddharth Malhotra , Riteish Deshmukh, Tara Sutaria","Raghu and Zoya are enjoying their lives together until a gang leader with harmful intentions turns their world upside down."
"Bala","https://www.bollywoodmdb.com/movies/bala/16539",": 10.15 cr",": 43.95 cr",": 72.24 cr",": 115.28 cr",": 169.67 cr","Comedy","08 November, 2019 | 2 hrs 9 mins","Amar Kaushik","https://www.bollywoodmdb.com/celebrities/amar-kaushik/25266","Banner : Maddock Films, Jio Studios","Producer : Dinesh Vijan","Star : Ayushman Khurana , Bhumi Pednekar, Yami Gautam","It tells the story of a man who is balding prematurely and how he copes up with the situation."
"Ujda Chaman","https://www.bollywoodmdb.com/movies/ujda-chaman/16647",": 02.35 cr",": 09.50 cr",": 09.50 cr",": 12.00 cr",": ---","Comedy, Drama","01 November, 2019 | 2 hrs","Abhishek Pathak","https://www.bollywoodmdb.com/celebrities/abhishek-pathak/25318","Banner : Panorama Studios","Producer : Kumar Mangat Pathak , Abhishek Pathak","Star : Sunny Singh Nijjar , Maanvi Gagroo, Saurabh Shukla","Chaman Kohli is 30 -year-old bachelor with Premature Balding and in quest of a beautiful wife. Chaman hits rock bottom when an astrologer gives him a deadline to find himself a wife or remain a celibate forever."
"Housefull 4","https://www.bollywoodmdb.com/movies/housefull-4/16406",": 16.50 cr",": 46.50 cr",": 129.35 cr",": 194.59 cr",": 279.11 cr","Comedy","25 October, 2019 | 2 hrs 22 mins","Farhad Samji","https://www.bollywoodmdb.com/celebrities/farhad-samji/34426","Banner : Nadiadwala Grandson Entertainment, Fox Star Studios","Producer : Sajid Nadiadwala , Firuzi Khan","Star : Akshay Kumar , Riteish Deshmukh, Bobby Deol","A set of three brothers are due to marry a set of three sisters, until one of the brothers starts to realize that they are all reincarnations from 600 years earlier and the wrong couples are about to get married."
"Saand Ki Aankh","https://www.bollywoodmdb.com/movies/saand-ki-aankh/16559",": 0.48 cr",": 2.47 cr",": 11.68 cr",": 23.39 cr",": 30.63 cr","Biographical","25 October, 2019 | 2 hrs 29 mins","Tushar Hiranandani","https://www.bollywoodmdb.com/celebrities/tushar-hiranandani/10406","Banner : Reliance Entertainment, Chalk and Cheese Films","Producer : Reliance Entertainment , Anurag Kashyap, Nidhi Parmar","Star : Taapsee Pannu , Bhumi Pednekar, Prakash Jha","Both over the age of 60, Chandro Tomar and Prakashi Tomar inspire other women in India when they demonstrate their expert sharpshooting skills."
"The Sky Is Pink","https://www.bollywoodmdb.com/movies/the-sky-is-pink/16502",": 2.50 cr",": 10.40 cr",": 15.15 cr",": 20.03 cr",": 34.41 cr","Biographical","11 October, 2019 | 2 hrs 29 mins","Shonali Bose","https://www.bollywoodmdb.com/celebrities/shonali-bose/13285","Banner : RSVP, Roy Kapur Films, Purple Pebble Pictures","Producer : Siddharth Roy Kapur , Ronnie Screwvala","Star : Priyanka Chopra , Farhan Akhtar, Zaira Wasim","It is based on the love story of a couple spanning 25 years, told through the lens of their spunky teenage daughter Aisha Chaudhary, who was diagnosed with a Pulmonary fibrosis"
"Sye Raa Narasimha Reddy","https://www.bollywoodmdb.com/movies/sye-raa-narasimha-reddy/16630",": 2.60 cr",": ---",": ---",": 2.60 cr",": ---","Historical, Action","02 October, 2019 | 2 hrs 50 mins","Surender Reddy","https://www.bollywoodmdb.com/celebrities/surender-reddy/36889","Banner : Konidela Production Company, Excel Entertainment","Producer : Ram Charan","Star : Chiranjeevi , Amitabh Bachchan, Nayanthara","A historical action epic inspired by the life of Uyyalawada Narasimha Reddy, who revolted against the atrocities of East India Company 10 years before the Sepoy Mutiny."
"War","https://www.bollywoodmdb.com/movies/siddharth-anand-s-next/16395",": 53.35 cr",": 166.25 cr",": 238.35 cr",": 318.01 cr",": 455 cr","Action, Thriller","02 October, 2019 | 2 hrs 36 mins","Siddharth Anand","https://www.bollywoodmdb.com/celebrities/siddharth-anand/36907","Banner : Yash Raj Films","Producer : Aditya Chopra","Star : Hrithik Roshan , Tiger Shroff, Vaani Kapoor","An Indian soldier chases after his mentor who has gone rogue following an unexpected kill."
"Pal Pal Dil Ke Paas","https://www.bollywoodmdb.com/movies/pal-pal-dil-ke-paas/16339",": 1.25 cr",": 4.80 cr",": 4.80 cr",": 4.80 cr",": ---","Romance, Drama","20 September, 2019 | 2 hrs 33 mins","Sunny Deol","https://www.bollywoodmdb.com/celebrities/sunny-deol/711","Banner : Zee Studios, Sunny Sounds Pvt Ltd","Producer : Zee Studios , Sunny Sounds Pvt Ltd","Star : Karan Deol , Sahher Bambba, Aakash Ahuja","When video blogger Saher Sethi embarks on a tedious trek with mountaineer Karan Sehgal, sparks are bound to fly. But will their love story blossom despite the odds?"
"Section 375","https://www.bollywoodmdb.com/movies/section-375/16550",": 1.45 cr",": 8.04 cr",": 12.49 cr",": 12.49 cr",": 22.30 cr","Drama","13 September, 2019 | 2 hrs 4 mins","Ajay Bahl","https://www.bollywoodmdb.com/celebrities/ajay-bahl/29550","Banner : Panorama Studios, SCIPL","Producer : Kumar Mangat Pathak , Abhishek Pathak, SCIPL","Star : Akshaye Khanna , Richa Chadda, Rahul Bhat","A celebrated Bollywood director Rohan Khurana stands accused by a female member of his crew, Anjali Dangle of having raped her at his residence."
"Dream Girl","https://www.bollywoodmdb.com/movies/dream-girl/16538",": 10.05 cr",": 44.57 cr",": 72.20 cr",": 139.70 cr",": 128.24 cr","Comedy","13 September, 2019 | 2 hrs 12 mins","Raaj Shaandilyaa","https://www.bollywoodmdb.com/celebrities/raaj-shaandilyaa/34572","Banner : Balaji Motion Pictures","Producer : Shobha Kapoor , Ekta Kapoor","Star : Ayushman Khurana , Nushrat Bharucha, Annu Kapoor","Rom-com Movie, directed by Raaj Shaandilyaa, stars Ayushmann Khurrana who plays a 'dream girl'. In every love story, there is always one trying to win the heart of the other, who could be the 'dream girl'."
"Chhichhore","https://www.bollywoodmdb.com/movies/nitesh-tiwari-s-next/16477",": 7.32 cr",": 35.98 cr",": 68.83 cr",": 150.36 cr",": 170.99 cr","Comedy, Drama","06 September, 2019 | 2 hrs 26 mins","Nitesh Tiwari","https://www.bollywoodmdb.com/celebrities/nitesh-tiwari/24451","Banner : Fox Star Studios, Nadiadwala Grandson Entertainment","Producer : Sajid Nadiadwala","Star : Sushant Singh Rajput , Shraddha Kapoor, Varun Sharma","Following a group of friends from university as they progress into middle-age life and go their own separate ways."
"Saaho","https://www.bollywoodmdb.com/movies/saaho/16321",": 24.40 cr",": 79.08 cr",": 116.03 cr",": 130.98 cr",": 424 cr","Action, Thriller","30 August, 2019 | 2 hrs 51 mins","Sujeeth","https://www.bollywoodmdb.com/celebrities/sujeeth/34987","Banner : UV Creations, T-Series Super Cassettes Industries Ltd.","Producer : Vamsi - Pramod","Star : Prabhas , Shraddha Kapoor, Jackie Shroff","An undercover cop becomes embroiled in a battle with warring criminals who want to acquire a 'black box', their ultimate key to a treasure."
"Batla House","https://www.bollywoodmdb.com/movies/batla-house/16473",": 15.55 cr",": 47.99 cr",": 69.99 cr",": 86.04 cr",": 113.49 cr","Action, Crime, Thriller","15 August, 2019 | 2 hrs 26 mins","Nikhil Advani","https://www.bollywoodmdb.com/celebrities/nikhil-advani/4740","Banner : T-Series Super Cassettes Industries Ltd., Emmay Entertainment Pvt. Ltd, JA Entertainment","Producer : Bhushan Kumar , Divya Khosla Kumar, Krishan Kumar","Star : John Abraham , Mrunal Thakur, Manish Choudhary","After a deadly encounter, a police officer struggles to catch the fugitives and prove the police acted lawfully, while being despised by the whole nation."
"Mission Mangal","https://www.bollywoodmdb.com/movies/mission-mangal/16534",": 29.16 cr",": 97.56 cr",": 128.16 cr",": 200.16 cr",": 239.83 cr","Drama","15 August, 2019 | 2 hrs 13 mins","Jagan Shakti","https://www.bollywoodmdb.com/celebrities/jagan-shakti/35674","Banner : Fox Star Studios, Cape of Good Films, Hope Productions","Producer : Cape of Good Films , Hope Productions, Fox Star Studios","Star : Akshay Kumar , Vidya Balan, Taapsee Pannu","Based on true events of the Indian Space Research Organisation (ISRO) successfully launching the Mars Orbiter Mission (Mangalyaan), making it the least expensive mission to Mars."
"Jabariya Jodi","https://www.bollywoodmdb.com/movies/jabariya-jodi/16510",": 3.15 cr",": 12 cr",": ---",": 12 cr",": ---","Action, Romance, Comedy","09 August, 2019 | 2 hrs 24 mins","Prashant Singh","https://www.bollywoodmdb.com/celebrities/prashant-singh/30603","Banner : Balaji Motion Pictures, Karma Media Entertainment","Producer : Shobha Kapoor , Ekta Kapoor, Shailesh R. Singh","Star : Siddharth Malhotra , Parineeti Chopra, Javed Jaffrey","Based on groom kidnappings in Bihar, where the groom is kidnapped to avoid dowry, the film has Siddharth Malhotra playing a thug who helps kidnap grooms. It also features Parineeti Chopra in a prominent role."
"Judgemental Hai Kya","https://www.bollywoodmdb.com/movies/mental-hai-kya/16447",": 5.40 cr",": 22.04 cr",": 31.42 cr",": 40.10 cr",": 44.92 cr","Comedy, Crime, Thriller","26 July, 2019 | 2 hrs 1 mins","Prakash Kovelamudi","https://www.bollywoodmdb.com/celebrities/prakash-kovelamudi/35823","Banner : Karma Media and Entertainment, Balaji Motion Pictures","Producer : Shobha Kapoor , Ekta Kapoor, Shailesh R. Singh","Star : Kangana Ranaut , Rajkummar Rao, Jimmy Shergill","Following the story of two quirky individuals whose lives pivot between reality and illusions."
"Super 30","https://www.bollywoodmdb.com/movies/super-30/16394",": 11.83 cr",": 50.76 cr",": 75.85 cr",": 146.58 cr",": 184.97 cr","Biographical","12 July, 2019 | 2 hrs 34 mins","Vikas Bahl","https://www.bollywoodmdb.com/celebrities/vikas-bahl/23937","Banner : Nadiadwala Grandson Entertainment, Phantom Productions, HRX Films","Producer : Nadiadwala Grandson Entertainment , Phantom Films, Reliance Entertainment","Star : Hrithik Roshan , Mrunal Thakur, Nandish Singh","Based on life of Patna-based mathematician Anand Kumar who runs the famed Super 30 program for IIT aspirants in Patna."
"Article 15","https://www.bollywoodmdb.com/movies/article-15/16566",": 5.02 cr",": 20.04 cr",": 34.21 cr",": 63.05 cr",": 90.15 cr","Crime, Thriller","28 June, 2019 | 2 hrs 11 mins","Anubhav Sinha","https://www.bollywoodmdb.com/celebrities/anubhav-sinha/4215","Banner : Zee Studios, Benaras Media Works","Producer : Anubhav Sinha , Zee Studios","Star : Ayushman Khurana , Isha Talwar, Sayani Gupta","Set against the backdrop of Badaun gangrape and murder case (2014), Anubhav Sinha's Article 15 is a thrilling investigative drama based on true events."
"Kabir Singh","https://www.bollywoodmdb.com/movies/arjun-reddy-remake/16472",": 20.21 cr",": 70.83 cr",": 134.42 cr",": 278.24 cr",": 369.58 cr","Drama","21 June, 2019 | 2 hrs 55 mins","Sandeep Reddy Vanga","https://www.bollywoodmdb.com/celebrities/sandeep-reddy-vanga/36481","Banner : T-Series Super Cassettes Industries Ltd., Cine1 Studios","Producer : Bhushan Kumar , Krishan Kumar, Murad Khetani","Star : Shahid Kapoor , Kiara Advani, Arjan Bajwa","Kabir Singh is a remake of a Telugu movie Arjun Reddy (2017), where a short-tempered house surgeon gets used to drugs and drinks when his girlfriend is forced to marry another person."
"Game Over","https://www.bollywoodmdb.com/movies/game-over/16608",": 0.97 cr",": 4.95 cr",": 9.02 cr",": 11.06 cr",": 11.06 cr","Thriller","14 June, 2019 | 1 hrs 43 mins","Ashwin Saravanan","https://www.bollywoodmdb.com/celebrities/ashwin-saravanan/36848","Banner : Y Not Studios, Reliance Entertainment","Producer : S. Sashikanth","Star : Taapsee Pannu , Vinodhini Vaidyanathan, Anish Kuruvilla","A nyctophobic woman has to fight her inner demons to stay alive in the game called life."
"Bharat","https://www.bollywoodmdb.com/movies/bharat/16405",": 42.30 cr",": 150.10 cr",": 180.05 cr",": 201.86 cr",": 314.68 cr","Drama, Period","05 June, 2019 | 2 hrs 35 mins","Ali Abbas Zafar","https://www.bollywoodmdb.com/celebrities/ali-abbas-zafar/23837","Banner : Salman Khan Films, Reel Life Production Pvt Ltd","Producer : Atul Agnihotri , Alvira Khan Agnihotri, Bhushan Kumar","Star : Salman Khan , Katrina Kaif, Disha Patani","At the cusp of India's birth as an Independent nation, a family makes an arduous journey to freedom at a cost. A young boy Bharat, makes a promise to his Father that he will keep his family together no matter what."
"PM Narendra Modi","https://www.bollywoodmdb.com/movies/pm-narendra-modi/16544",": 2.88 cr",": 11.76 cr",": 19.21 cr",": 20.95 cr",": 23 cr","Biographical","24 May, 2019 | 2 hrs 11 mins","Omung Kumar","https://www.bollywoodmdb.com/celebrities/omung-kumar/13163","Banner : Legend Studios","Producer : Suresh Oberoi , Sandeep Singh","Star : Vivek Oberoi , Manoj Joshi, Boman Irani","Biography of India's Prime Minister Shri Narendra Modi."
"India's Most Wanted","https://www.bollywoodmdb.com/movies/india-s-most-wanted/16471",": 2.10 cr",": 8.25 cr",": 10.90 cr",": 10.90 cr",": 14.23 cr","Action, Thriller","24 May, 2019 | 2 hrs 3 mins","Rajkumar Gupta","https://www.bollywoodmdb.com/celebrities/rajkumar-gupta/9615","Banner : Fox Star Studios, Raapchik Films","Producer : Fox Star Studios , Rajkumar Gupta, Myra Karn","Star : Arjun Kapoor , Pravin Singh Sisodia, Devendra Mishra","A group of intelligence officers embark on a top secret mission to track down a wanted international criminal."
"De De Pyaar De","https://www.bollywoodmdb.com/movies/ajay-devgn-luv-ranjan-s-next/16387",": 10.41 cr",": 38.54 cr",": 61.05 cr",": 95.86 cr",": 129.25 cr","Comedy, Romance","17 May, 2019 | 2 hrs 15 mins","Akiv Ali","https://www.bollywoodmdb.com/celebrities/akiv-ali/11180","Banner : Luv Films","Producer : Bhushan Kumar , Luv Ranjan, Ankur Garg","Star : Ajay Devgn , Tabu, Rakul Preet","A 50-year-old single father faces disapproval from his family and his ex-wife when he falls in love with a 26-year-old woman."
"Student Of The Year 2","https://www.bollywoodmdb.com/movies/student-of-the-year-2/16213",": 12.06 cr",": 38.83 cr",": 56.83 cr",": 68.82 cr",": 96.06 cr","Drama, Romance, Action","10 May, 2019 | 2 hrs 26 mins","Punit Malhotra","https://www.bollywoodmdb.com/celebrities/punit-malhotra/23921","Banner : Dharma Productions, Fox Star Studios","Producer : Hiroo Johar , Karan Johar, Apoorva Mehta","Star : Tiger Shroff , Tara Sutaria, Ananya Panday","A student must face off against bullies and overcome hurdles, both academic and romantic, to win his college's coveted Student of the Year trophy."
"Blank","https://www.bollywoodmdb.com/movies/blank/16521",": 0.97 cr",": 3.72 cr",": 5.11 cr",": 5.15 cr",": ---","Action, Thriller","03 May, 2019 | 1 hrs 51 mins","Tony D'souza","https://www.bollywoodmdb.com/celebrities/tony-d-souza/33549","Director : Behzad Khambata","Star : Sunny Deol , Karan Kapadia, Ishita Dutta","A suicide bomber loses his memory and has a bomb attached to his heart. It is up to the police officers to prevent this bomb from taking innocent lives.",""
"Kalank","https://www.bollywoodmdb.com/movies/shiddat/16252",": 21.60 cr",": 62.75 cr",": 73.70 cr",": 74.23 cr",": 121.96 cr","Period, Drama, Romance","17 April, 2019 | 2 hrs 48 mins","Abhishek Varman","https://www.bollywoodmdb.com/celebrities/abhishek-varman/28462","Banner : Fox Star Studios, Dharma Productions, Nadiadwala Grandson Entertainment","Producer : Karan Johar , Sajid Nadiadwala, Hiroo Johar","Star : Varun Dhawan , Alia Bhatt, Sonakshi Sinha","The lives of six enigmatic characters become entangled whilst in search of love, but separated by the dichotomy between the two worlds of Husnabad, a town in North India."
"The Tashkent Files","https://www.bollywoodmdb.com/movies/the-tashkent-files/16441",": 0.40 cr",": 2.20 cr",": 3.50 cr",": 16.75 cr",": ---","Drama, Period, Mystery, Thriller","12 April, 2019 | 2 hrs 24 mins","Vivek Agnihotri","https://www.bollywoodmdb.com/celebrities/vivek-agnihotri/5242","Banner : Zee Studios","Producer : Pranay Chokshi , Haresh Patel, Vivek Agnihotri","Star : Mithun Chakraborty , Naseeruddin Shah, Shweta Basu Prasad","The Tashkent Files is a thriller that revolves around the mysterious death of India's 2nd Prime Minister Shri Lal Bahadur Shastri and attempts to uncover if he had actually died a natural death, or, as alleged, was assassinated."
